sample,interval (usec),PAPI_TOT_INS,PAPI_L3_TCM,PAPI_L3_TCA,PAPI_BR_MSP,PAPI_TOT_CYC,PAPI_L2_TCM
51786,165,311882,13,4186,5345,543972,4186
51787,164,340669,113,4826,5508,543588,4826
51788,164,379504,40,5609,5624,543747,5609
51789,165,398574,50,5546,4920,543325,5546
51790,164,286511,85,6456,5315,525935,6456
51791,164,319512,36,4497,6013,543476,4497
51792,164,279559,22,3548,5730,534126,3548
51793,164,304598,20,4342,7748,543395,4342
51794,165,313286,28,5056,5953,534017,5056
51795,164,306099,346,5255,5408,534632,5255
51796,164,480369,166,2595,3956,543070,2595
51797,164,481383,56,3176,3977,543192,3176
51798,164,523107,111,2473,2767,534239,2473
51799,164,431509,79,2315,3090,511879,2315
51800,164,498218,9,2961,1990,512629,2961
51801,164,453559,41,3162,3793,529971,3162
51802,163,467120,80,1841,2046,528292,1841
51803,164,418129,61,2739,5582,543260,2739
51804,164,434780,16,2676,5000,543251,2676
51805,166,507833,29,2560,3778,541668,2560
51806,164,491311,11,3168,4046,543373,3168
51807,164,463670,7,3419,4237,543601,3419
51808,165,429773,29,4102,3989,543473,4102
51809,166,485653,18,3314,3851,548891,3314
51810,164,314540,264,4938,3793,527113,4938
51811,164,354204,31,1772,1008,509759,1772
51812,172,440223,32,2083,3521,566248,2083
51813,164,491535,237,1958,1644,544435,1958
51814,164,613157,48,1611,1419,543144,1611
51815,164,351748,11,2328,4543,543414,2328
51816,164,287640,4,175,1648,543286,175
51817,164,454416,6,2931,3085,543103,2931
51818,164,494494,29,2766,2812,530754,2766
51819,164,547548,6,2685,2326,543394,2685
51820,164,471766,28,2592,3050,535554,2592
51821,164,493364,20,1129,2810,543330,1129
51822,164,506244,5,1805,2148,543171,1805
51823,164,433598,5,2040,2502,536136,2040
51824,164,265173,4,391,2085,543300,391
51825,164,411498,0,1299,2422,529930,1299
51826,164,513393,32,3020,2321,543510,3020
51827,164,534044,45,3739,2500,534908,3739
51828,164,531106,29,3164,3400,543325,3164
51829,171,416166,14,2685,4531,567837,2685
51830,164,521839,3,2461,2561,543203,2461
51831,165,462660,3,3344,3768,543269,3344
51832,164,548802,12,3114,2825,543544,3114
51833,164,599085,14,2133,3185,543125,2133
51834,163,691119,19,153,2540,543300,153
51835,164,596656,15,1039,3563,543367,1039
51836,164,500204,143,3414,4323,543211,3414
51837,164,468427,142,2223,3681,524680,2223
51838,163,536152,29,461,3381,543037,461
51839,168,502102,14,1292,3344,534454,1292
51840,163,519256,6,877,2111,537533,877
51841,164,576406,12,2245,1814,543576,2245
51842,164,509826,154,2548,1455,543229,2548
51843,164,496912,74,3226,3551,543420,3226
51844,164,584555,11,455,2036,535857,455
51845,164,539416,5,818,2233,537994,818
51846,164,609991,3,768,2443,543165,768
51847,164,485975,16,3038,2282,535997,3038
51848,164,534639,13,3465,2614,543138,3465
51849,164,466361,23,2430,2192,518696,2430
51850,172,447343,16,4883,3475,569950,4883
51851,164,384508,18,3153,2878,535899,3153
51852,164,465029,72,2722,5095,543227,2722
51853,164,485519,9,3212,4290,543598,3212
51854,164,496138,6,3610,3651,543227,3610
51855,166,373887,163,3134,3364,550498,3134
51856,164,381272,72,1358,2747,543339,1358
51857,164,543976,36,976,2206,543659,976
51858,164,420077,16,1181,1768,543304,1181
51859,164,570071,12,992,1437,543186,992
51860,164,528225,20,2444,3792,528047,2444
51861,164,449556,108,1546,2880,500477,1546
51862,164,376813,172,5019,4896,543575,5019
51863,164,337876,69,5256,5821,529938,5256
51864,164,341926,85,4379,5740,535082,4379
51865,165,392391,41,5028,4751,543454,5028
51866,164,294760,53,5686,5744,533826,5686
51867,163,295724,7,2570,5376,542992,2570
51868,165,290648,26,2904,5337,543741,2904
51869,164,382519,18,3146,5390,543360,3146
51870,167,310297,21,3773,6207,553768,3773
51871,165,362882,37,3579,7494,545709,3579
51872,164,393231,14,2867,5287,535059,2867
51873,164,356525,17,3035,5223,543461,3035
51874,165,362310,25,3171,6114,530584,3171
51875,164,358422,13,3511,5103,543876,3511
51876,164,443377,13,2093,4115,543253,2093
51877,164,371025,388,3700,4356,523151,3700
51878,164,430474,139,3021,5022,543791,3021
51879,164,428324,40,2454,4786,534953,2454
51880,164,455623,59,3849,4400,543383,3849
51881,164,421812,45,2277,3177,506893,2277
51882,165,407764,111,3766,4269,543666,3766
51883,164,483646,19,3132,3253,543762,3132
51884,164,346555,54,3472,6113,535303,3472
51885,164,418736,16,2722,4145,535635,2722
51886,164,387803,26,2034,3467,502918,2034
51887,164,430455,38,2987,5187,543471,2987
