sample,interval (usec),PAPI_TOT_INS,PAPI_L3_TCM,PAPI_L3_TCA,PAPI_BR_MSP,PAPI_TOT_CYC,PAPI_L2_TCM
594,166,53156,786,1550,11,538108,1550
595,163,53553,796,1561,14,544011,1561
596,166,54264,822,1584,14,549778,1584
597,163,53617,811,1572,11,543725,1572
598,164,53821,814,1576,12,543476,1576
599,163,53533,808,1569,13,543572,1569
600,164,53427,806,1569,11,543722,1569
601,164,53669,812,1573,12,543627,1573
602,163,53485,807,1569,12,543369,1569
603,165,54759,792,1800,12,543693,1800
604,164,54269,786,1548,12,543977,1548
605,164,56734,804,1567,16,543563,1567
606,164,53791,814,1573,11,543580,1573
607,163,53592,810,1570,11,543573,1570
608,164,53410,806,1565,14,543503,1565
609,164,53675,811,1570,11,543874,1570
610,164,53487,808,1567,10,544137,1567
611,163,53541,808,1569,13,543431,1569
612,164,54499,829,1589,12,543540,1589
613,164,55903,792,1614,15,543962,1614
614,164,54274,817,1580,11,543438,1580
615,164,54307,824,1583,11,543654,1583
616,163,53256,803,1564,11,543893,1564
617,164,53639,809,1569,12,543478,1569
618,164,52859,795,1554,11,539317,1554
619,164,53450,807,1572,12,543461,1572
620,163,53463,807,1570,11,543645,1570
621,164,53640,811,1575,11,543633,1575
622,164,57388,794,1718,16,543889,1718
623,165,54277,787,1548,12,544204,1548
624,164,54206,810,1572,13,543664,1572
625,164,53483,807,1566,11,543550,1566
626,163,53742,813,1571,12,543885,1571
627,164,53544,809,1567,11,543555,1567
628,164,53354,805,1563,12,543815,1563
629,164,53416,806,1565,12,543551,1565
630,163,53594,810,1569,12,543818,1569
631,164,53451,807,1565,11,543450,1565
632,164,53602,803,1599,11,543943,1599
633,165,54755,792,1569,13,544276,1569
634,163,54082,797,1559,11,543317,1559
635,164,53847,815,1574,12,543734,1574
636,164,53410,806,1565,12,543629,1565
637,165,53359,808,1567,12,543571,1567
638,164,56724,808,1571,18,544195,1571
639,163,53734,813,1575,10,543866,1575
640,164,53160,801,1563,11,543276,1563
641,164,53606,810,1572,12,543915,1572
642,164,54450,802,1713,12,543635,1713
643,167,54430,789,1555,12,545994,1555
644,163,53838,805,1576,12,544424,1576
645,164,53476,807,1575,11,543826,1575
646,164,53494,808,1575,10,543701,1575
647,164,53552,809,1577,12,543739,1577
648,163,53498,807,1575,11,543870,1575
649,164,53461,807,1575,12,543565,1575
650,164,53444,807,1575,9,543733,1575
651,163,53738,813,1580,12,543620,1580
652,164,54042,805,1654,12,543905,1654
653,165,54611,793,1556,9,544200,1556
654,164,56734,789,1555,17,543577,1555
655,164,53450,807,1569,12,543770,1569
656,163,53352,806,1567,11,543552,1567
657,164,53786,814,1576,12,543599,1576
658,164,53655,811,1574,12,543743,1574
659,163,53786,814,1576,12,543570,1576
660,164,53317,805,1567,11,543308,1567
661,164,53534,808,1570,12,543638,1570
662,163,53373,805,1566,11,543361,1566
663,165,55225,795,1810,12,543975,1810
664,164,53937,786,1551,11,544140,1551
665,164,53775,813,1574,10,543696,1574
666,163,53643,810,1572,12,543422,1572
667,164,53068,799,1561,12,538570,1561
668,164,53392,806,1571,12,544226,1571
669,164,53549,808,1573,9,543682,1573
670,163,56668,806,1570,16,543511,1570
671,164,53254,803,1566,10,543786,1566
672,164,53437,806,1570,12,543625,1570
673,163,53531,809,1572,11,543479,1572
674,165,55200,791,1746,13,543979,1746
675,164,54212,786,1548,12,544316,1548
676,164,35204,528,1067,9,355384,1067
677,163,53469,808,1581,11,543760,1581
678,164,53580,810,1578,12,543523,1578
679,164,53679,812,1578,10,543383,1578
