sample,interval (usec),PAPI_TOT_INS,PAPI_L3_TCM,PAPI_L3_TCA
699,1061,3803256,0,28
700,1061,3803181,0,10
701,1062,3685089,0,605
702,1061,3794116,0,79
703,1061,1944725,7,256
704,1061,1792429,0,23
705,1061,1460929,1,662
706,1062,3721111,0,94
707,1061,3733854,0,8
708,1061,3738578,0,8
709,1061,3745742,0,3
710,1061,3733560,0,65
711,1062,3743961,0,7
712,1061,3748282,0,5
713,1061,3742472,0,7
714,1061,3730589,0,52
715,1061,3743359,0,3
716,1061,3751850,0,3
717,1062,3726354,0,74
718,1061,3745663,0,6
719,1061,3602040,0,669
720,1061,3748759,0,23
721,1061,3727125,0,78
722,1061,3745189,0,13
723,1062,3747210,0,7
724,1061,3743625,0,6
725,1061,3736141,0,53
726,1061,3746374,0,10
727,1061,3748426,0,5
728,1061,3748836,0,7
729,1062,3739374,0,57
730,1061,3757991,0,10
731,1061,3755088,0,8
732,1061,3751076,0,52
733,1063,3769486,0,10
734,1061,3770188,0,4
735,1062,3764845,0,8
736,1061,3757215,0,33
737,1061,3768777,0,6
738,1061,3646483,0,601
739,1061,3765712,0,14
740,1062,3753177,0,105
741,1061,3758958,0,23
742,1061,3766422,0,11
743,1062,3777553,0,3
744,1062,3754773,0,81
745,1061,3767830,0,7
746,1061,3771374,0,3
747,1061,3759449,0,33
748,1062,3756554,0,17
749,1061,3769236,0,7
750,1061,3772626,0,0
751,1061,3758227,0,38
752,1062,3767275,0,8
753,1063,3773578,1,3
754,1061,3771670,0,1
755,1061,3695741,1,166
756,1062,3768518,0,9
757,1061,3646220,0,626
758,1061,3767583,0,11
759,1062,3754628,0,79
760,1061,3763454,0,3
761,1058,3601518,0,13
762,1061,2006986,5,1022
763,1064,3756746,1,111
764,1062,3769135,0,9
765,1062,3773002,0,4
766,1066,3761390,0,52
767,1062,3771554,0,7
768,1062,3767029,0,10
769,1061,3769127,0,7
770,1062,3758499,0,84
771,1063,3776907,0,13
772,1062,3480127,0,976
773,1062,3774990,0,14
774,1063,3754182,0,92
775,1062,3630018,0,736
776,1062,3767732,0,13
777,1062,3039730,0,970
778,1065,3762188,0,72
779,1062,3765365,0,19
780,1062,3775809,0,6
781,1062,3760500,0,64
782,1062,3764365,0,13
783,1061,3769896,0,4
784,1062,3768608,0,4
785,1065,3772433,0,37
786,1062,3773786,0,11
787,1062,3769722,0,4
788,1062,3766606,0,3
789,1062,3755546,0,28
790,1062,3763472,1,4
791,1062,3770916,0,0
792,1062,3445906,0,819
793,1062,3760461,0,98
794,1064,3643348,1,710
795,1062,3766849,0,9
796,1063,3760292,0,82
797,1061,3778681,0,8
798,1062,3775585,0,5
799,1062,3777409,0,5
800,1062,3756603,0,48
801,1062,3762716,0,7
802,1062,3767778,0,12
803,1062,3782163,0,9
804,1062,3771040,0,48
805,1062,3783469,0,16
806,1062,3779552,0,10
807,1058,3491204,0,4
808,1062,3726928,0,916
809,1062,3777755,0,13
810,1062,3772392,0,8
811,1062,3761037,0,45
812,1062,3656086,0,683
813,1062,3778508,0,43
814,1062,3785153,0,5
815,1062,3773381,0,53
816,1062,3786447,0,6
817,1062,3785626,0,7
818,1062,3796907,0,3
819,1062,3781329,0,51
820,1062,3792249,0,8
821,1061,3790895,0,2
822,1062,3788029,0,1
823,1063,3457166,0,867
824,1062,3790387,0,9
825,1061,3791330,0,2
826,1062,3783212,0,5
827,1064,3772756,0,71
828,1062,3780424,1,10
829,1065,3725245,0,326
830,1062,3762109,0,87
831,1062,3646091,0,720
832,1063,3782376,0,18
833,1061,3781181,0,8
834,1063,3770920,0,70
835,1061,3784001,0,9
836,1062,3777210,0,12
837,1063,3785023,0,8
838,1063,3438034,0,882
839,1062,3781443,0,13
840,1062,3775139,0,6
841,1062,3780114,0,4
842,1062,3755875,0,88
843,2268,8066997,27,39
844,1066,3776221,19,82
845,1063,3779113,1,14
846,1062,3779455,0,13
847,1066,3789514,1,8
848,1063,3632822,2,732
849,1062,3783839,0,14
850,1062,3786043,0,11
851,1062,3788542,0,5
852,1063,3441453,1,877
853,1061,3787213,0,11
854,1062,3786646,0,19
855,1062,3785577,0,8
856,1062,3708891,0,385
857,1062,3781472,1,14
858,1062,3781417,0,10
859,1062,3777460,2,88
860,1062,3781395,1,15
861,1062,3785517,0,3
862,1061,3784340,0,5
863,1062,3775305,0,60
864,1064,3781799,0,15
865,1062,3729680,0,287
866,1062,3796827,0,11
867,1063,3338507,0,1510
868,1062,3806118,0,18
869,1061,3809395,0,1
870,1062,3803565,0,1
871,1062,3788540,0,82
872,1062,3805394,0,7
873,1062,3803581,0,8
874,1062,3795071,0,53
875,1062,3801854,0,11
876,1062,3810892,0,7
877,1061,3807355,0,7
878,1063,3123510,31,196
879,1061,1852037,27,92
880,1062,1684449,6,42
881,1062,2390513,11,667
882,1062,3330810,0,1176
883,1062,3738735,0,17
884,1062,3738919,0,8
885,1063,3748267,0,4
886,1063,3605106,0,738
887,1062,3753160,1,16
888,1062,3741235,0,5
889,1062,3731945,0,60
890,1062,3749590,0,11
891,1061,3745559,0,3
892,1062,3747836,0,7
893,1062,3730396,0,46
894,1062,3744888,0,7
895,1062,3743096,0,7
896,1062,3747810,0,1
897,1062,3411975,0,894
898,1062,3741390,0,23
899,1061,3745378,0,12
900,1062,3749030,0,4
901,1065,3738502,0,55
902,1062,3752158,0,9
903,1062,3759198,0,4
904,1062,3749137,0,44
905,1063,3635023,0,656
906,1062,3766797,0,13
907,1061,3761885,0,6
908,1062,3753792,0,99
909,1062,3770633,0,11
910,1062,3766794,0,7
911,1062,3769481,0,8
912,1062,3758754,0,57
913,1062,3445456,2,826
914,1062,3771606,0,14
915,1062,3772436,0,9
916,1062,3755056,0,94
917,1061,3770940,0,4
918,1066,3784607,0,4
919,1063,3779608,0,2
920,1063,3762369,0,57
921,1062,3773462,0,10
922,1062,3772482,0,4
923,1063,3764579,0,34
924,1062,3647890,0,684
925,1062,3767692,0,26
926,1061,3769021,0,18
927,1062,3757936,0,92
928,1062,3446757,0,820
